,words,labels
9098,california have a diverse range of culinary option,U-STATE O O O O O O O
9099,the street festival in california offer a taste of local culture,O O O O U-STATE O O O O O O
9100,california have a rich musical heritage,U-STATE O O O O O
9101,california be famous for its traditional craft,U-STATE O O O O O O
9102,californias be famous for its vibrant art and craft scene,U-STATE O O O O O O O O O
9103,california have a rich tradition of craftsmanship,U-STATE O O O O O O
9104,the public library in california us be impressive,O O O O U-STATE O O O
9105,the cultural festival in thousand oaks california be colorful and lively,O O O O B-CITY L-CITY U-STATE O O O O
9106,california israel gaza have a dynamic and evolve art scene,U-STATE O O O O O O O O O
9107,the art gallery in california be worth a visit,O O O O U-STATE O O O O
9108,the park and garden in california offer a peaceful retreat,O O O O O U-STATE O O O O
9109,the local cuisine in california be influence by various culture,O O O O U-STATE O O O O O
9110,california be renown for its innovative public art installation,U-STATE O O O O O O O O
9111,the local music scene in california be diverse,O O O O O U-STATE O O
9112,california have a thriving art and culture community,U-STATE O O O O O O O
9113,wind advisory and high wind warning in effect for southern california wind gust will reach up to 55 mph isolated gust around ridge top could reach up to 80 mph take precaution when deal with fire or spark outside,O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O
9114,california be a popular spot for outdoor recreational activity,U-STATE O O O O O O O O
9115,florida california ca have a thriving theater scene,B-STATE I-STATE L-STATE O O O O O
9116,california be a popular spot for outdoor recreational activity,U-STATE O O O O O O O O
9117,dozen of person have die a estimate 228 person be still missing in the most destructive wildfire in california history person be seek help via social media to locate missing family member friend and pet,O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O
9118,california be famous for its festival,U-STATE O O O O O
9119,california be famous for its unique festival,U-STATE O O O O O O
9120,california be a melting pot of culture,U-STATE O O O O O O
9121,you can find many museum in california,O O O O O O U-STATE
9122,california be a popular destination for outdoor enthusiast,U-STATE O O O O O O O
9123,the food festival in california galveston be popular with local and tourist alike,O O O O U-STATE U-CITY O O O O O O O
9124,many tourist visit california us every year,O O O U-STATE O O O
9125,the weather in california be quite unpredictable,O O O U-STATE O O O
9126,the local market in california offer a variety of goods,O O O O U-STATE O O O O O
9127,california have a dynamic and evolve art scene,U-STATE O O O O O O O
9128,44 dead in california fire as the camp fire become the deadly in state history,O O O U-STATE O O O O O O O O O O O
9129,the public library in ca be impressive,O O O O U-STATE O O
9130,all evidence point to pg e be responsible for the most destructive and deadly wildfire in california history anomaly also know as spark 5 death toll have rise to 42 identification of the victim will be through dna 7,O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O
9131,first to let we know break news whackopeople still struggle in puerto rico dozen kill in horrible fire in california person shoot in school bar and synagogue on a daily basis on your watch what be not bad about that lot at least the rain be off 1,O O O O O O O O O O O B-ISLAND L-ISLAND O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O
9132,the nightlife in california include many trendy bar and club,O O O U-STATE O O O O O O
9133,many tourist visit californias every year,O O O U-STATE O O
9134,california be famous for its traditional craft,U-STATE O O O O O O
9135,the historic district in california be charming and well preserve,O O O O U-STATE O O O O O
9136,california be a popular spot for outdoor festival and event,U-STATE O O O O O O O O O
9137,california camp fire deadly most destructive in state history as death toll hit 42 money finance economics market,U-STATE O O O O O O O O O O O O O O O O O
9138,california be know for its beautiful historic neighborhood,U-STATE O O O O O O O
9139,the local festival in california celebrate its cultural diversity,O O O O U-STATE O O O O
9140,i have always want to travel to california,O O O O O O O U-STATE
9141,the cafe in california have a unique charm,O O O U-STATE O O O O
9142,the vibrant market in hawaii california offer a range of local product,O O O O B-STATE L-STATE O O O O O O
9143,california be famous for its unique architectural landmark,U-STATE O O O O O O O
9144,california be a great destination for family vacation,U-STATE O O O O O O O
9145,the local food market in california be a feast for the sense,O O O O O U-STATE O O O O O O
9146,the historical architecture in ca add to its charm,O O O O U-STATE O O O O
9147,president trump have blame poor forest management for the wildfire in california that have kill at least 44 person for fact sake and break down all of the way the president have be misleading about this deadly fire,O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O
9148,california arizona be a popular spot for outdoor festival and event,B-STATE L-STATE O O O O O O O O O
9149,california be a hub for creative industry,U-STATE O O O O O O
9150,california be famous for its festival,U-STATE O O O O O
9151,the cafe and restaurant in california indonesia offer a range of international cuisine,O O O O O U-STATE U-COUNTRY O O O O O O
9152,california have a diverse range of culinary option,U-STATE O O O O O O O
9153,the cost of live in californias be relatively high,O O O O O U-STATE O O O
9154,the beach in california be stunning,O O O U-STATE O O
9155,california wildfires update 42 dead in camp fire toll expect to rise search team,U-STATE O O O O O O O O O O O O O
9156,california be home to several world class museum,U-STATE O O O O O O O
9157,california be know for its excellent healthcare facility,U-STATE O O O O O O O
9158,california be know for its picturesque landscape,U-STATE O O O O O O
9159,california camp fire deadly most destructive in ca history death toll hit 42,U-STATE O O O O O O U-STATE O O O O O
9160,the local art and craft market in california be vibrant and diverse,O O O O O O O U-STATE O O O O
9161,california be a melting pot of culture,U-STATE O O O O O O
9162,the public library in california be impressive,O O O O U-STATE O O
9163,the historical site in california us offer insight into its past,O O O O U-STATE O O O O O O
9164,californias be a great place for shopping,U-STATE O O O O O O
9165,california be famous for its traditional craft,U-STATE O O O O O O
9166,the sport event in california be very popular,O O O O U-STATE O O O
9167,the cost of live in california be relatively high,O O O O O U-STATE O O O
9168,california have a rich cultural heritage,U-STATE O O O O O
9169,the deadly wildfire in the history of the us continue to rage through the state of california at least 44 have be kill and hundred remain missing,O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O
9170,the cultural festival in california be colorful and lively,O O O O U-STATE O O O O
9171,the identity of the 42 person who have die be a mystery forensic testing need on most of the victim to determine who they be and the aftermath in paradise,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-CITY
9172,the local market in california offer a variety of goods,O O O O U-STATE O O O O O
9173,authority have report six more fatality from a blaze in northern california bring the total number of fatality so far to 48 in the deadly wildfire in state historywildfire,O O O O O O O O O O B-STATE L-STATE O O O O O O O O O O O O O O O O O
9174,california be renown for its beautiful urban park,U-STATE O O O O O O O
9175,malibu california californias be famous for its traditional craft,U-CITY B-STATE L-STATE O O O O O O
9176,the annual event in california showcase its cultural richness,O O O O U-STATE O O O O
9177,the historic building in california be worth visit,O O O O U-STATE O O O
